,walk_length,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
1415,16,3.7198634,2.851278,"(3, 27)",0,0,True,0.4339091,0.29554874
1416,16,3.9580572,3.1566713,"(88, 26)",0,0,True,0.44368124,0.30972916
1417,16,3.501056,3.7632205,"(18, 88)",0,1,False,0.51804477,0.5651683
1418,16,3.4876277,3.6888106,"(36, 71)",0,1,False,0.5140169,0.55012673
1419,16,4.310496,3.9604485,"(73, 12)",0,0,True,0.4788387,0.4133709
1420,16,4.1642084,3.174213,"(56, 73)",0,0,True,0.4325471,0.27091298
1421,16,3.2154565,4.370789,"(75, 20)",0,1,False,0.57614654,0.76048356
1422,16,3.6640646,3.7029624,"(6, 76)",0,1,False,0.50264,0.5097232
1423,16,4.394381,2.949077,"(76, 65)",0,0,True,0.4015924,0.1907253
1424,16,4.3777595,3.4762008,"(25, 65)",0,0,True,0.44260484,0.2887303
1425,16,3.481946,3.0634387,"(62, 87)",0,0,True,0.46803036,0.39687398
1426,16,3.5419316,3.4236145,"(45, 92)",0,0,True,0.49150696,0.47045517
1427,16,3.5455549,4.596559,"(10, 38)",0,1,False,0.5645412,0.7409677
1428,16,3.0278215,3.4616559,"(32, 13)",0,1,False,0.533426,0.6067889
1429,16,3.3772318,3.9092755,"(60, 43)",0,1,False,0.5365088,0.62995964
1430,16,4.474595,4.3126855,"(11, 80)",0,0,True,0.4907873,0.4596108
1431,16,3.9053316,3.5042303,"(11, 28)",0,0,True,0.47293356,0.40104774
1432,16,3.4896264,3.356943,"(64, 0)",0,0,True,0.49031025,0.46687767
1433,16,4.1741157,2.9436738,"(64, 22)",0,0,True,0.41356575,0.22610411
1434,16,3.1536248,3.767695,"(34, 46)",0,1,False,0.54436076,0.6488687
1435,16,3.629287,4.1741433,"(31, 39)",0,1,False,0.53491133,0.63294137
1436,16,3.6080663,2.8600276,"(47, 90)",0,0,True,0.4421747,0.3212488
1437,16,3.546032,3.96439,"(52, 14)",0,1,False,0.5278519,0.6030902
1438,16,3.9904532,3.0110753,"(55, 77)",0,0,True,0.4300597,0.27301523
1439,16,3.761149,3.782381,"(24, 55)",0,1,False,0.50140727,0.50530785
1440,16,3.933196,4.0382314,"(24, 29)",0,1,False,0.5065883,0.5262347
1441,16,4.3093233,4.308937,"(79, 29)",0,0,True,0.4999776,0.49990344
1442,16,4.126231,4.2996707,"(97, 79)",0,1,False,0.51029205,0.5432516
1443,16,4.3125114,3.7886052,"(97, 57)",0,0,True,0.46766454,0.3719393
1444,16,3.8938677,4.0795,"(1, 57)",0,1,False,0.5116407,0.5462753
1445,16,3.9549775,3.8645484,"(84, 50)",0,0,True,0.49421775,0.4774081
1446,16,3.918206,3.3590665,"(50, 82)",0,0,True,0.46158317,0.36374664
1447,16,3.7322984,3.4916174,"(82, 68)",0,0,True,0.4833414,0.44011852
1448,16,3.861576,3.4879692,"(4, 93)",0,0,True,0.474583,0.40766975
1449,16,3.9006963,4.0546055,"(96, 4)",0,1,False,0.50967336,0.5384016
1450,16,3.5323725,3.8736835,"(96, 40)",0,1,False,0.52304274,0.5845089
1451,17,3.976896,4.3073945,"(0, 1)",1,1,True,0.5199473,0.5818806
1452,17,3.405968,4.4929185,"(2, 1)",1,1,True,0.568804,0.7478071
1453,17,2.8403647,4.1597686,"(4, 5)",1,1,True,0.5942413,0.78908247
1454,17,2.4468658,3.6602752,"(8, 7)",1,1,True,0.59934354,0.7709017
1455,17,2.06701,4.4691167,"(9, 8)",1,1,True,0.6837561,0.91698784
1456,17,3.7221828,4.267199,"(10, 9)",1,1,True,0.53410876,0.63297856
1457,17,3.7690842,4.778575,"(11, 10)",1,1,True,0.5590507,0.7329205
1458,17,4.063738,4.366643,"(11, 12)",1,1,True,0.5179651,0.5751525
1459,17,3.9558697,4.239267,"(13, 12)",1,1,True,0.51729053,0.5703789
1460,17,4.311335,4.2059884,"(13, 14)",1,0,False,0.49381572,0.47368765
1461,17,3.5211215,3.7867684,"(15, 14)",1,1,True,0.51817536,0.5660239
1462,17,3.5160089,3.4913418,"(17, 16)",1,0,False,0.49823996,0.49383357
1463,17,4.4251647,3.989256,"(21, 22)",1,0,False,0.4740975,0.39271623
1464,17,4.646552,3.6486619,"(22, 23)",1,0,False,0.43985146,0.26935643
1465,17,4.160165,4.123023,"(24, 25)",1,0,False,0.49775797,0.49071568
1466,17,3.02149,3.2455683,"(29, 28)",1,1,True,0.51787746,0.5557863
1467,17,2.6121652,3.773974,"(31, 30)",1,1,True,0.5909633,0.76166123
1468,17,3.3755543,4.5538526,"(32, 31)",1,1,True,0.5742993,0.7646417
1469,17,3.2036378,4.338181,"(33, 32)",1,1,True,0.5752168,0.7566764
1470,17,3.0690417,3.143627,"(35, 36)",1,1,True,0.50600266,0.51863766
1471,17,3.505575,3.133861,"(36, 37)",1,0,False,0.4720071,0.4081269
1472,17,3.1943085,4.1393423,"(40, 39)",1,1,True,0.5644313,0.72011536
1473,17,4.226878,2.6335447,"(41, 42)",1,0,False,0.38387495,0.1689154
1474,17,3.3627841,4.1724157,"(47, 48)",1,1,True,0.5537233,0.692031
1475,17,3.7302222,3.7846186,"(49, 48)",1,1,True,0.5036192,0.51359576
1476,17,4.9914956,3.92724,"(55, 56)",1,0,False,0.44033593,0.256497
1477,17,2.6731734,4.062561,"(60, 59)",1,1,True,0.6031356,0.80049443
1478,17,3.2004519,4.2371473,"(60, 61)",1,1,True,0.5696929,0.73821187
1479,17,4.082835,5.053752,"(62, 61)",1,1,True,0.5531334,0.7253022
1480,17,4.730127,4.221254,"(62, 63)",1,0,False,0.4715757,0.37545773
1481,17,3.56551,4.5556054,"(66, 65)",1,1,True,0.5609581,0.7291067
1482,17,4.0146804,3.9343631,"(66, 67)",1,0,False,0.494948,0.47993147
1483,17,2.723904,4.4198055,"(68, 69)",1,1,True,0.61869895,0.8449988
1484,17,2.7778678,4.5017548,"(70, 69)",1,1,True,0.618405,0.8486288
1485,17,3.1226509,4.0498433,"(71, 70)",1,1,True,0.5646353,0.71650535
1486,17,3.9111717,3.834166,"(72, 73)",1,0,False,0.49502888,0.4807581
1487,17,2.401991,3.2411447,"(76, 75)",1,1,True,0.5743517,0.698287
1488,17,3.8022506,4.047333,"(79, 78)",1,1,True,0.5156112,0.56096566
1489,17,4.554257,3.9974456,"(80, 81)",1,0,False,0.46744442,0.36428562
1490,17,4.1080956,4.317743,"(82, 81)",1,1,True,0.51244074,0.55222064
1491,17,3.7216501,4.0960145,"(83, 84)",1,1,True,0.5239435,0.5925131
1492,17,3.8435707,4.475577,"(85, 84)",1,1,True,0.5379851,0.6529442
1493,17,3.1589592,4.560012,"(86, 85)",1,1,True,0.5907538,0.8023508
1494,17,3.1972215,3.9246678,"(86, 87)",1,1,True,0.5510711,0.67424464
1495,17,3.434433,4.2675533,"(90, 89)",1,1,True,0.5540848,0.6970143
1496,17,4.045826,4.098439,"(92, 91)",1,1,True,0.5032301,0.5131503
1497,17,4.7599354,4.588531,"(92, 93)",1,0,False,0.49083248,0.4572535
1498,17,3.7139246,3.7748551,"(94, 93)",1,1,True,0.50406814,0.515228
1499,17,2.976355,3.5095124,"(95, 94)",1,1,True,0.5411015,0.6302192
1500,17,2.8902774,3.7744076,"(98, 97)",1,1,True,0.5663295,0.70767736
1501,17,4.400396,3.3585513,"(78, 74)",0,0,True,0.4328617,0.26079422
1502,17,4.0531464,4.466317,"(61, 78)",0,1,False,0.5242486,0.60184795
1503,17,3.0090632,3.291782,"(72, 74)",0,1,False,0.522435,0.5702126
1504,17,4.1201043,3.8340576,"(66, 91)",0,0,True,0.48201907,0.42897195
1505,17,4.415948,3.2543175,"(98, 27)",0,0,True,0.42427704,0.23837115
1506,17,4.0826216,2.0201554,"(3, 27)",0,0,True,0.33102232,0.112798795
1507,17,4.5625143,2.752317,"(95, 26)",0,0,True,0.3762653,0.14061429
1508,17,4.6413274,2.3777316,"(88, 26)",0,0,True,0.3387536,0.094183154
1509,17,4.874556,2.186914,"(18, 88)",0,0,True,0.30969673,0.063706525
1510,17,3.4650037,2.4112825,"(18, 16)",0,0,True,0.4103412,0.2585112
1511,17,4.327711,3.703388,"(71, 16)",0,0,True,0.4611309,0.34879884
1512,17,4.495779,3.7273839,"(36, 71)",0,0,True,0.4532786,0.3168263
1513,17,4.255272,2.3078578,"(99, 19)",0,0,True,0.3516398,0.124835595
1514,17,3.8538346,1.9489609,"(58, 19)",0,0,True,0.33586586,0.12955786
1515,17,4.152076,3.7223375,"(73, 12)",0,0,True,0.47271296,0.39418882
1516,17,4.6402154,3.82064,"(56, 73)",0,0,True,0.45156664,0.3058538
1517,17,4.2539406,3.872679,"(63, 56)",0,0,True,0.4765424,0.40582263
1518,17,4.5330205,3.0493584,"(63, 20)",0,0,True,0.4021638,0.18487492
1519,17,4.016978,3.48743,"(25, 65)",0,0,True,0.46471757,0.37062234
1520,17,4.3138494,4.368668,"(62, 87)",0,1,False,0.50315684,0.5137012
1521,17,4.886984,5.059582,"(62, 92)",0,1,False,0.5086763,0.54304284
1522,17,4.1232567,2.8689175,"(45, 92)",0,0,True,0.41030407,0.22194993
1523,17,3.6295412,4.049576,"(48, 67)",0,1,False,0.5273491,0.60349154
1524,17,3.7774215,3.3918796,"(10, 38)",0,0,True,0.47311157,0.40479094
1525,17,4.235795,4.209647,"(32, 13)",0,0,True,0.49845195,0.49346337
1526,17,3.891961,3.5175276,"(32, 43)",0,0,True,0.47473288,0.4074702
1527,17,3.7819474,4.017914,"(11, 80)",0,1,False,0.51512635,0.5587194
1528,17,4.016162,3.0497203,"(64, 0)",0,0,True,0.43161213,0.27559036
1529,17,4.132213,3.442657,"(64, 22)",0,0,True,0.45448396,0.33413184
1530,17,3.9638207,3.555238,"(22, 46)",0,0,True,0.4728302,0.39925206
1531,17,4.1665587,3.2101846,"(52, 14)",0,0,True,0.4351764,0.27760473
1532,17,4.408408,3.8375201,"(49, 14)",0,0,True,0.46538365,0.36103192
1533,17,3.7390628,2.5404015,"(51, 49)",0,0,True,0.40455705,0.23171344
1534,17,4.019546,2.216877,"(51, 77)",0,0,True,0.35547253,0.14152646
1535,17,4.7251635,3.2357438,"(55, 77)",0,0,True,0.40645415,0.18400884
1536,17,4.291899,3.6588442,"(24, 55)",0,0,True,0.46018893,0.34681815
1537,17,3.8741148,3.7734637,"(79, 29)",0,0,True,0.49341944,0.4748585
1538,17,3.6202743,4.3979397,"(1, 84)",0,1,False,0.5484937,0.68517673
1539,17,3.302569,3.0976331,"(50, 82)",0,0,True,0.4839899,0.4489446
1540,17,4.3496833,3.2194839,"(68, 54)",0,0,True,0.42534187,0.24412428
1541,17,4.4394326,3.3039572,"(93, 54)",0,0,True,0.42668098,0.24315205
1542,17,3.7729235,3.8849277,"(4, 93)",0,1,False,0.507313,0.52797186
1543,17,3.6686633,3.1139352,"(96, 40)",0,0,True,0.4591065,0.36476818
1544,17,3.5120406,4.310205,"(9, 17)",0,1,False,0.5510189,0.6895817
1545,17,3.4831898,3.7424107,"(83, 89)",0,1,False,0.51793766,0.5644448
1546,17,4.426384,3.7075732,"(81, 37)",0,0,True,0.4558142,0.32765487
1547,17,4.2038417,3.7683806,"(42, 81)",0,0,True,0.47268885,0.39282304
1548,17,4.0343523,3.0014007,"(85, 41)",0,0,True,0.42659268,0.2625123
1549,17,3.8156824,3.389411,"(41, 23)",0,0,True,0.47041875,0.39501703
1550,17,3.7354128,2.6088808,"(21, 44)",0,0,True,0.41121688,0.24480169
1551,18,3.7929516,5.173166,"(0, 1)",1,1,True,0.5769684,0.7990254
1552,18,4.2128663,4.0501246,"(99, 0)",0,0,True,0.49015236,0.4594041
1553,18,4.3135467,5.1326914,"(2, 1)",1,1,True,0.54335827,0.6940548
1554,18,3.1205306,4.605158,"(3, 4)",1,1,True,0.5960838,0.8152705
1555,18,4.016352,4.8040733,"(4, 5)",1,1,True,0.54465324,0.68734175
1556,18,3.5796297,3.4161956,"(7, 6)",1,0,False,0.48831916,0.45923218
1557,18,4.8375254,4.6054144,"(9, 8)",1,0,False,0.48770985,0.44223133
1558,18,3.1977549,4.542157,"(10, 9)",1,1,True,0.5868487,0.79321295
1559,18,3.0629346,4.487497,"(13, 12)",1,1,True,0.59433645,0.8060526
1560,18,3.396116,4.3142304,"(13, 14)",1,1,True,0.5595378,0.7146577
1561,18,3.7883174,4.0377765,"(15, 14)",1,1,True,0.5159376,0.5620433
1562,18,4.027252,3.2532403,"(17, 16)",1,0,False,0.44684342,0.3156119
1563,18,4.335739,3.9969702,"(18, 17)",1,0,False,0.47967234,0.41610858
1564,18,4.661322,4.255066,"(18, 19)",1,0,False,0.47721857,0.39981014
1565,18,3.8586376,3.6899173,"(21, 22)",1,0,False,0.48882434,0.45791975
1566,18,4.3636656,3.9602447,"(22, 23)",1,0,False,0.47576734,0.4004907
1567,18,3.1440449,3.9710405,"(24, 25)",1,1,True,0.55811566,0.6957193
1568,18,4.6241055,3.77053,"(28, 27)",1,0,False,0.44915947,0.29868338
1569,18,3.7601128,3.5144708,"(31, 30)",1,0,False,0.48311645,0.43889645
1570,18,4.241964,3.6651454,"(33, 32)",1,0,False,0.46352535,0.359665
1571,18,4.0171065,4.3993936,"(35, 34)",1,1,True,0.5227106,0.5944246
1572,18,4.939096,4.961436,"(35, 36)",1,1,True,0.5011282,0.5055847
1573,18,4.8149652,4.5395093,"(38, 39)",1,0,False,0.4852768,0.43156818
1574,18,4.5641694,4.4303727,"(40, 39)",1,0,False,0.49256235,0.46660063
1575,18,4.3607187,4.51871,"(42, 43)",1,1,True,0.50889647,0.53941584
1576,18,4.0254197,4.378067,"(43, 44)",1,1,True,0.5209822,0.5872594
1577,18,4.2928295,4.3211226,"(45, 44)",1,1,True,0.5016423,0.5070728
1578,18,4.5677786,4.244223,"(46, 47)",1,0,False,0.48164117,0.4198095
1579,18,4.037494,4.782769,"(47, 48)",1,1,True,0.5422479,0.67814827
1580,18,3.2751858,4.261856,"(50, 51)",1,1,True,0.5654547,0.72842973
1581,18,3.849034,4.8074083,"(52, 51)",1,1,True,0.55535614,0.7227962
1582,18,3.737058,4.077818,"(53, 52)",1,1,True,0.521802,0.5843751
1583,18,4.0771546,4.067546,"(54, 55)",1,0,False,0.4994101,0.49759784
1584,18,3.7815151,5.045245,"(55, 56)",1,1,True,0.5715852,0.77966756
1585,18,4.685026,4.781958,"(56, 57)",1,1,True,0.50511944,0.524214
1586,18,4.155029,4.6528344,"(57, 58)",1,1,True,0.52825916,0.62194353
1587,18,3.8746634,3.7537346,"(60, 61)",1,0,False,0.49207377,0.4698046
1588,18,4.89328,3.5625274,"(62, 63)",1,0,False,0.42131135,0.20903489
1589,18,3.275276,4.3169575,"(66, 65)",1,1,True,0.5686018,0.73917437
1590,18,3.6960325,4.713323,"(66, 67)",1,1,True,0.56048566,0.7344445
1591,18,4.343111,4.223247,"(70, 69)",1,0,False,0.4930038,0.47006983
1592,18,5.2134237,4.5874767,"(71, 70)",1,0,False,0.46806687,0.34843007
1593,18,2.9012623,4.833324,"(73, 74)",1,1,True,0.62489754,0.8734774
1594,18,4.1162386,4.6979756,"(74, 75)",1,1,True,0.53299993,0.641467
1595,18,2.931134,4.2825503,"(76, 75)",1,1,True,0.5936703,0.7943611
1596,18,2.4217715,4.7208705,"(76, 77)",1,1,True,0.6609418,0.9088024
1597,18,3.1325119,4.9917836,"(77, 78)",1,1,True,0.6144267,0.8652121
1598,18,3.0760489,5.262501,"(79, 78)",1,1,True,0.63110507,0.8990263
1599,18,3.5661361,4.603725,"(80, 79)",1,1,True,0.563501,0.7383845
1600,18,3.2193155,4.2300167,"(80, 81)",1,1,True,0.5678384,0.73315734
1601,18,4.182118,3.9391909,"(83, 82)",1,0,False,0.48504385,0.43956515
1602,18,4.666139,4.3871527,"(83, 84)",1,0,False,0.484592,0.43070224
1603,18,4.752336,4.477679,"(85, 84)",1,0,False,0.48512152,0.43176413
1604,18,4.8672967,4.6809645,"(90, 89)",1,0,False,0.49024263,0.45355126
1605,18,4.813306,4.494447,"(91, 90)",1,0,False,0.48287132,0.42095393
1606,18,3.4325726,3.6023295,"(95, 94)",1,1,True,0.51206535,0.5423376
1607,18,3.9429636,4.0574546,"(96, 97)",1,1,True,0.5071553,0.5285915
1608,18,4.0100045,4.418825,"(78, 74)",0,1,False,0.52425134,0.60080504
1609,18,3.3547947,3.9738607,"(72, 74)",0,1,False,0.542236,0.6500061
1610,18,4.69323,3.8377106,"(66, 72)",0,0,True,0.44985783,0.29827628
1611,18,4.8279486,3.4866102,"(91, 8)",0,0,True,0.41933796,0.20729007
1612,18,4.333493,4.3202486,"(70, 8)",0,0,True,0.49923474,0.49668884
1613,18,4.275511,3.2486296,"(5, 98)",0,0,True,0.43176088,0.2636892
1614,18,4.019096,3.4853084,"(3, 27)",0,0,True,0.46443507,0.36963394
1615,18,4.1971993,3.5892835,"(18, 88)",0,0,True,0.46096337,0.3525348
1616,18,5.0893545,3.7356875,"(71, 16)",0,0,True,0.42330536,0.20527151
1617,18,5.2264504,3.7811887,"(36, 71)",0,0,True,0.41977575,0.19073187
1618,18,4.8859234,3.8230715,"(99, 36)",0,0,True,0.43897966,0.25676486
1619,18,5.0351596,3.9774373,"(99, 19)",0,0,True,0.44131976,0.25774497
1620,18,4.7663617,4.082185,"(58, 19)",0,0,True,0.46133956,0.33532968
1621,18,3.431429,4.345846,"(15, 12)",0,1,False,0.55878776,0.7139032
1622,18,4.3446474,4.835879,"(56, 73)",0,1,False,0.52675396,0.6203965
1623,18,4.7840114,4.193453,"(63, 56)",0,0,True,0.46710882,0.3565067
1624,18,4.404396,3.753864,"(63, 20)",0,0,True,0.46013045,0.34286964
1625,18,3.5116842,3.3395498,"(75, 20)",0,0,True,0.4874377,0.45707232
1626,18,4.9428797,4.252045,"(6, 94)",0,0,True,0.46243393,0.33384746
1627,18,4.4537325,3.055266,"(62, 87)",0,0,True,0.40688062,0.19805956
1628,18,5.3298845,3.4386067,"(62, 92)",0,0,True,0.39215487,0.13109885
1629,18,4.540343,2.9497092,"(45, 92)",0,0,True,0.3938169,0.16929477
1630,18,4.433455,4.2998652,"(48, 67)",0,0,True,0.4923517,0.46665213
1631,18,4.935943,3.8439934,"(10, 38)",0,0,True,0.4378156,0.2512513
1632,18,4.0545597,4.0432687,"(38, 13)",0,0,True,0.4993028,0.49717724
1633,18,4.041138,4.6493397,"(32, 43)",0,1,False,0.53499246,0.64753044
1634,18,4.3271956,3.9842534,"(60, 53)",0,0,True,0.47936925,0.41509494
1635,18,4.2264624,3.4151433,"(11, 28)",0,0,True,0.44691435,0.3076095
1636,18,4.3008647,3.7446902,"(28, 33)",0,0,True,0.46543592,0.36443305
1637,18,4.5501432,3.5598404,"(64, 22)",0,0,True,0.43894544,0.2708523
1638,18,5.2861147,4.447717,"(22, 46)",0,0,True,0.45693383,0.3018724
1639,18,4.4518795,3.650144,"(34, 46)",0,0,True,0.45052254,0.30965444
1640,18,4.0922794,2.6817029,"(59, 69)",0,0,True,0.3958828,0.19614314
1641,18,4.768615,4.35136,"(31, 39)",0,0,True,0.4771241,0.39717382
1642,18,5.162086,4.5011997,"(39, 2)",0,0,True,0.46580425,0.34054056
1643,18,4.8097644,4.4609857,"(2, 90)",0,0,True,0.48118928,0.41367862
1644,18,4.511917,5.023133,"(47, 90)",0,1,False,0.5268072,0.62509143
1645,18,3.154219,4.682499,"(52, 14)",0,1,False,0.5975077,0.8217545
1646,18,3.0278008,3.3442197,"(51, 49)",0,1,False,0.52482873,0.5784512
1647,18,3.86938,3.534426,"(24, 29)",0,0,True,0.47737956,0.41703573
1648,18,4.3103566,4.0749636,"(79, 29)",0,0,True,0.48596397,0.441422
1649,18,3.6153576,4.959474,"(97, 57)",0,1,False,0.57837564,0.79316604
1650,18,4.3209095,5.2147994,"(1, 84)",0,1,False,0.54687065,0.70969224
1651,18,4.26987,3.9426088,"(84, 50)",0,0,True,0.4800754,0.41890723
1652,18,4.513636,3.8576868,"(50, 82)",0,0,True,0.46082166,0.34165013
1653,18,4.416198,3.4284136,"(82, 68)",0,0,True,0.4370406,0.27135
1654,18,5.216854,3.4346542,"(68, 54)",0,0,True,0.3970006,0.14403172
1655,18,4.5859327,3.1263595,"(93, 54)",0,0,True,0.4053736,0.1885326
1656,18,3.7102022,4.3112593,"(96, 4)",0,1,False,0.5374656,0.64589804
1657,18,4.4458404,4.5515523,"(17, 40)",0,1,False,0.5058746,0.5264034
1658,18,4.505277,4.403752,"(9, 89)",0,0,True,0.49430212,0.4746404
1659,18,4.06046,4.706314,"(83, 35)",0,1,False,0.5368354,0.6560756
1660,18,4.1753235,4.3871117,"(42, 81)",0,1,False,0.51236725,0.55275005
1661,18,3.6831353,3.640501,"(42, 85)",0,0,True,0.49708927,0.48934305
1662,18,3.3855665,3.5844185,"(85, 41)",0,1,False,0.5142649,0.5495499
1663,18,4.1323805,3.5804813,"(23, 7)",0,0,True,0.46422216,0.3654239
1664,18,3.812905,4.2354074,"(44, 61)",0,1,False,0.52624786,0.6040818
1665,19,4.7607846,5.457833,"(0, 1)",1,1,True,0.5341068,0.667533
1666,19,5.0038834,5.262449,"(99, 0)",0,1,False,0.51259285,0.56428367
1667,19,4.7580104,4.7315764,"(2, 1)",1,0,False,0.49860725,0.49339196
1668,19,3.9658759,3.9725792,"(3, 4)",1,1,True,0.50042224,0.5016759
1669,19,4.2887273,4.6265106,"(6, 5)",1,1,True,0.51894414,0.58365196
1670,19,4.5127892,4.9094925,"(7, 6)",1,1,True,0.5210513,0.5978953
1671,19,3.947926,4.6116695,"(8, 7)",1,1,True,0.5387719,0.6601008
1672,19,3.512323,4.950193,"(10, 9)",1,1,True,0.5849552,0.8081246
1673,19,3.5176842,5.051027,"(11, 10)",1,1,True,0.58947337,0.8224948
1674,19,4.1488743,4.4237137,"(11, 12)",1,1,True,0.51603013,0.56828064
1675,19,3.4671075,4.6397376,"(13, 14)",1,1,True,0.57232344,0.7636201
1676,19,4.339747,3.5975797,"(17, 16)",1,0,False,0.45324832,0.3225304
1677,19,3.667025,3.7517421,"(18, 17)",1,1,True,0.50570965,0.5211666
1678,19,4.361873,4.8946757,"(21, 20)",1,1,True,0.52877975,0.6301366
1679,19,4.050427,4.6881046,"(21, 22)",1,1,True,0.53648657,0.65422827
1680,19,4.8124886,3.8361752,"(23, 24)",1,0,False,0.44355696,0.2736239
1681,19,3.9963436,3.6237082,"(27, 26)",1,0,False,0.475549,0.40790436
1682,19,3.4947958,3.6838355,"(29, 30)",1,1,True,0.51316684,0.5471197
1683,19,4.4319553,4.081774,"(33, 32)",1,0,False,0.47943434,0.41333848
1684,19,4.7590075,4.4395905,"(35, 34)",1,0,False,0.48263773,0.4208178
1685,19,4.2703595,4.320867,"(38, 37)",1,1,True,0.50293946,0.5126242
1686,19,5.172917,4.4267607,"(40, 39)",1,0,False,0.4611364,0.3216594
1687,19,4.938177,2.9996839,"(41, 42)",1,0,False,0.37789574,0.12581348
1688,19,3.204179,5.2733836,"(42, 43)",1,1,True,0.62204003,0.8878738
1689,19,4.061258,4.4556346,"(43, 44)",1,1,True,0.5231526,0.5973359
1690,19,3.5430822,5.075221,"(46, 45)",1,1,True,0.58888865,0.82231903
1691,19,4.3164587,4.723951,"(46, 47)",1,1,True,0.5225373,0.60048646
1692,19,2.8572764,3.819771,"(50, 51)",1,1,True,0.57207483,0.72362095
1693,19,2.666566,4.423528,"(53, 52)",1,1,True,0.6239026,0.8528288
1694,19,2.5171835,5.095991,"(53, 54)",1,1,True,0.6693648,0.9294852
1695,19,3.6217446,4.4724526,"(58, 59)",1,1,True,0.5525505,0.70071566
1696,19,4.6106153,4.7050214,"(62, 63)",1,1,True,0.5050671,0.523584
1697,19,5.3631887,4.8700433,"(64, 63)",1,0,False,0.4759047,0.3791529
1698,19,3.69742,3.6741471,"(66, 67)",1,0,False,0.49842143,0.49418205
1699,19,4.3464193,5.1519566,"(68, 69)",1,1,True,0.54240394,0.6911577
1700,19,4.5595675,5.262363,"(70, 69)",1,1,True,0.53577685,0.6688073
1701,19,4.990911,5.4237742,"(71, 70)",1,1,True,0.5207814,0.6065572
1702,19,4.3404117,5.1418133,"(72, 71)",1,1,True,0.5422581,0.6902742
1703,19,3.4091454,4.4621325,"(72, 73)",1,1,True,0.5668879,0.7413481
1704,19,3.3669024,4.118592,"(76, 75)",1,1,True,0.5502097,0.6795467
1705,19,4.2210484,4.220563,"(77, 78)",1,0,False,0.49997127,0.49987867
1706,19,4.010061,4.8155117,"(79, 78)",1,1,True,0.54563165,0.6911393
1707,19,4.788767,4.8399973,"(80, 81)",1,1,True,0.5026603,0.51280487
1708,19,4.540928,4.5189905,"(83, 82)",1,0,False,0.49878934,0.49451587
1709,19,4.3271055,4.7739606,"(83, 84)",1,1,True,0.5245496,0.60989124
1710,19,3.6087532,4.603639,"(85, 84)",1,1,True,0.5605722,0.7300519
1711,19,4.127755,4.609521,"(86, 87)",1,1,True,0.52756953,0.6181648
1712,19,4.2610188,4.325188,"(88, 87)",1,1,True,0.5037368,0.51603687
1713,19,3.767255,5.026789,"(92, 93)",1,1,True,0.5716129,0.7789459
1714,19,2.4477186,5.2815957,"(94, 93)",1,1,True,0.6833201,0.9444792
1715,19,3.5669115,4.4992824,"(95, 94)",1,1,True,0.557795,0.71755606
1716,19,3.7785978,4.626638,"(95, 96)",1,1,True,0.5504471,0.70015585
1717,19,3.8726764,5.637708,"(96, 97)",1,1,True,0.59279495,0.85383874
1718,19,3.9410002,5.476071,"(98, 97)",1,1,True,0.5815047,0.822747
1719,19,4.690274,5.837586,"(98, 99)",1,1,True,0.5544893,0.7590197
1720,19,4.6338897,4.01989,"(78, 74)",0,0,True,0.46452418,0.35114732
1721,19,3.1872509,3.521141,"(72, 74)",0,1,False,0.524886,0.5827057
1722,19,4.457266,3.7621236,"(66, 91)",0,0,True,0.45771325,0.33289015
1723,19,4.226812,4.900095,"(70, 8)",0,1,False,0.5368845,0.66223794
1724,19,4.4060636,4.7605863,"(5, 98)",0,1,False,0.51933765,0.5877139
1725,19,3.887941,3.3364098,"(3, 27)",0,0,True,0.46182832,0.36550924
1726,19,4.219695,3.444044,"(95, 3)",0,0,True,0.44939473,0.31525797
1727,19,4.367924,4.57009,"(95, 26)",0,1,False,0.5113093,0.55037
1728,19,3.9566724,4.202348,"(88, 26)",0,1,False,0.5150555,0.56111187
1729,19,4.4820323,4.737616,"(71, 16)",0,1,False,0.5138608,0.56355035
1730,19,4.9022326,4.411341,"(36, 71)",0,0,True,0.47364646,0.37968358
1731,19,5.3451676,4.456567,"(99, 36)",0,0,True,0.45467123,0.29139867
1732,19,4.9882736,4.063582,"(99, 19)",0,0,True,0.44892254,0.2840029
1733,19,3.621956,4.6123495,"(73, 12)",0,1,False,0.5601382,0.7291656
1734,19,4.396639,4.147884,"(63, 56)",0,0,True,0.4854436,0.4381299
1735,19,4.124978,5.0014124,"(63, 20)",0,1,False,0.5480165,0.7060828
1736,19,3.6092858,4.4932723,"(6, 76)",0,1,False,0.5545499,0.7076476
1737,19,4.143042,2.5215304,"(25, 65)",0,0,True,0.37834844,0.16499647
1738,19,4.1058,4.275789,"(25, 87)",0,1,False,0.5101406,0.5423951
1739,19,4.2752357,4.725023,"(62, 92)",0,1,False,0.52498746,0.6105886
1740,19,4.521708,4.6510444,"(10, 38)",0,1,False,0.50705004,0.532289
1741,19,4.0312524,4.405703,"(32, 13)",0,1,False,0.5221911,0.59253395
1742,19,4.6278157,5.190275,"(11, 80)",0,1,False,0.528644,0.6370214
1743,19,4.737723,4.199045,"(28, 33)",0,0,True,0.46986172,0.36849526
1744,19,4.506458,3.930544,"(33, 86)",0,0,True,0.46586975,0.35987335
1745,19,4.7365966,4.658798,"(64, 0)",0,0,True,0.49585974,0.48056018
